companyName	projectTitle	projectDescription	emissionsOffset	creditsIssued	financialInfo	projectDocumentation
Twitterbeat	Monitoring of Cardiac Stress, External Approach	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	989303	0	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	privacy.gov.au
Demimbu	Fusion Lum Jt w Autol Sub, Post Appr P Col, Perc	In congue. Etiam justo. Etiam pretium iaculis justo.	297085	0	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	columbia.edu
Aibox	Removal of VAD from Trunk Subcu/Fascia, Open Approach	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	91272	0	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	usda.gov
Youfeed	Dilate of Inf Mesent Art with 3 Intralum Dev, Open Approach	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	862423	0	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	aboutads.info
Camido	Drainage of Left Upper Extremity, Perc Endo Approach	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	93287	0	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	ucoz.ru
Thoughtbridge	Replace L Great Saphenous w Synth Sub, Perc Endo	Sed ante. Vivamus tortor. Duis mattis egestas metus.	808261	0	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	mac.com
Innotype	Resection of Esophagogastric Junction, Endo	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	239455	0	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	ihg.com
Photobug	Revision of Autol Sub in R Patella, Open Approach	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	892952	0	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	yellowpages.com
Kwimbee	Removal of Autol Sub from C-thor Disc, Open Approach	In congue. Etiam justo. Etiam pretium iaculis justo.	10337	0	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	tripod.com
Einti	Drainage of Pancreatic Duct, Perc Endo Approach, Diagn	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	980885	0	In congue. Etiam justo. Etiam pretium iaculis justo.	list-manage.com
Edgewire	Repair Right Submaxillary Gland, Percutaneous Approach	Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.	163146	0	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	state.tx.us
Devshare	Revision of Drain Dev in Thyroid Gland, Perc Endo Approach	Sed ante. Vivamus tortor. Duis mattis egestas metus.	168797	0	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	huffingtonpost.com
Kamba	Bypass Portal Vein to Low Vein with Autol Art, Open Approach	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	583792	0	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	squidoo.com
Photospace	Release Left Superior Parathyroid Gland, Perc Endo Approach	Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.	904897	0	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	economist.com
Eamia	Extirpation of Matter from Left Kidney Pelvis, Endo	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	820393	0	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	stanford.edu
Oyoba	Dilation of R Ant Tib Art, Bifurc, Open Approach	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	326028	0	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	imdb.com
Skyba	Revision of Nonaut Sub in Thoracic Duct, Open Approach	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	594652	0	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	edublogs.org
Divanoodle	Drainage of Head Lymphatic, Percutaneous Endoscopic Approach	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	273577	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	so-net.ne.jp
Riffpath	Supplement Mesentery with Autol Sub, Perc Endo Approach	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	133303	0	Fusce consequat. Nulla nisl. Nunc nisl.	accuweather.com
Voolith	Drainage of Right Shoulder Muscle, Perc Endo Approach	Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.	383334	0	Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.	nydailynews.com
Kazio	Division of Head & Neck Bursa/Lig, Perc Endo Approach	In congue. Etiam justo. Etiam pretium iaculis justo.	956021	0	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	dedecms.com
Yacero	LDR Brachytherapy of Mediastinum using Iodine 125	Phasellus in felis. Donec semper sapien a libero. Nam dui.	392954	0	Phasellus in felis. Donec semper sapien a libero. Nam dui.	icq.com
Quinu	Release Right Pleura, Open Approach	Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.	220497	0	Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.	walmart.com
Miboo	Introduction of Analg/Hypnot/Sedat into Eye, Via Opening	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	648425	0	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	princeton.edu
Realblab	Release Lung Lingula, Via Natural or Artificial Opening	Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.	408537	0	Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	weibo.com
Photobug	Occlusion of Common Bile Duct with Intraluminal Device, Endo	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	734776	0	Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.	ox.ac.uk
Meevee	Revision of Int Fix in Cervcal Vertebra, Perc Approach	Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.	701889	0	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	economist.com
Youfeed	Supplement L Shoulder with Nonaut Sub, Perc Endo Approach	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	54119	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	samsung.com
Einti	Occlusion of L Fem Art with Intralum Dev, Open Approach	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	546740	0	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	jalbum.net
Quamba	Removal of Drain Dev from L Sacroiliac Jt, Perc Approach	Fusce consequat. Nulla nisl. Nunc nisl.	636576	0	Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.	drupal.org
Leenti	Drainage of Duodenum, Percutaneous Endoscopic Approach	Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.	818811	0	In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.	bigcartel.com
Oodoo	Restrict of L Ext Iliac Art with Extralum Dev, Open Approach	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	824331	0	Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	nature.com
Vinte	Dilate of Intracran Art with 4+ Intralum Dev, Open Approach	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	23983	0	Fusce consequat. Nulla nisl. Nunc nisl.	goo.gl
Skivee	Transfer Left Upper Leg Muscle with Skin, Open Approach	Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.	296686	0	In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.	ifeng.com
Rhynoodle	Bypass L Com Carotid to Intracran Art, Open Approach	Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.	257218	0	Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.	cam.ac.uk
Jaxspan	Extraction of Right Foot Bursa and Ligament, Open Approach	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	102207	0	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	youtube.com
Gabtune	Destruction of Uterus, Open Approach	Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.	19741	0	Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.	time.com
Skivee	MRI of Bi Renal Art using Oth Contrast, Unenh, Enhance	Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.	179685	0	Sed ante. Vivamus tortor. Duis mattis egestas metus.	webnode.com
Trudeo	Extirpation of Matter from Left Vas Deferens, Open Approach	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	923027	0	Fusce consequat. Nulla nisl. Nunc nisl.	businesswire.com
Zoonoodle	Replacement of Cerv Jt with Nonaut Sub, Open Approach	Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.	872961	0	Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.	godaddy.com
Eidel	Fragmentation in Right Fallopian Tube, Percutaneous Approach	Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.	434308	0	Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.	oracle.com
Aimbo	Dilate 4+ Cor Art, Bifurc, w 3 Drug-elut, Perc Endo	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	823715	0	Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.	goo.ne.jp
Yombu	Drainage of Small Intestine, Endo, Diagn	Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.	190146	0	Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.	squidoo.com
Skibox	Insertion of Ext Fix into L Low Femur, Perc Endo Approach	Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.	970969	0	In congue. Etiam justo. Etiam pretium iaculis justo.	github.io
Jayo	Repair Left Neck Muscle, Percutaneous Endoscopic Approach	Fusce consequat. Nulla nisl. Nunc nisl.	897700	0	Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	51.la
Zava	Resection of Right Kidney Pelvis, Via Opening	Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.	115176	0	Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.	symantec.com
Bubblebox	Removal of Oth Dev from L Low Extrem, Perc Endo Approach	Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.	943681	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	go.com
Aimbu	Bypass L Fem Art to R Femor A w Nonaut Sub, Perc Endo	Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.	670775	0	Sed ante. Vivamus tortor. Duis mattis egestas metus.	macromedia.com
Talane	MRI of Lung Apices using Oth Contrast	Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.	707721	0	Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.	ox.ac.uk
Quinu	Nonimag Nucl Med Prob Up Chest Lymph w Oth Radionuclide	Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.	486939	0	In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.	netlog.com
Topicblab	Restriction of Hepatic Art with Extralum Dev, Open Approach	In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.	253981	0	Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.	linkedin.com
Quimba	Release Left Epididymis, Percutaneous Endoscopic Approach	Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.	714448	0	Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.	google.cn
